,species,genus,family,species.relative,genus.relative
3483,Asplenium formosum,Asplenium,Aspleniaceae,NA,Asplenium
3484,Asplenium friesiorum,Asplenium,Aspleniaceae,NA,Asplenium
3485,Asplenium gemmascens,Asplenium,Aspleniaceae,NA,Asplenium
3486,Asplenium gemmiferum,Asplenium,Aspleniaceae,NA,Asplenium
3487,Asplenium goetzei,Asplenium,Aspleniaceae,NA,Asplenium
3488,Asplenium hallei,Asplenium,Aspleniaceae,NA,Asplenium
3489,Asplenium hemitomum,Asplenium,Aspleniaceae,NA,Asplenium
3490,Asplenium holstii,Asplenium,Aspleniaceae,NA,Asplenium
3491,Asplenium hypomelas,Asplenium,Aspleniaceae,NA,Asplenium
3492,Asplenium inaequilaterale,Asplenium,Aspleniaceae,NA,Asplenium
3493,Asplenium irregulare,Asplenium,Aspleniaceae,NA,Asplenium
3494,Asplenium isabelense,Asplenium,Aspleniaceae,NA,Asplenium
3495,Asplenium jaundeense,Asplenium,Aspleniaceae,NA,Asplenium
3496,Asplenium lambinonii,Asplenium,Aspleniaceae,NA,Asplenium
3497,Asplenium laurentii,Asplenium,Aspleniaceae,NA,Asplenium
3498,Asplenium linckii,Asplenium,Aspleniaceae,NA,Asplenium
3499,Asplenium lividum,Asplenium,Aspleniaceae,NA,Asplenium
3500,Asplenium lobatum,Asplenium,Aspleniaceae,NA,Asplenium
3501,Asplenium longicauda,Asplenium,Aspleniaceae,NA,Asplenium
3502,Asplenium loxoscaphoides,Asplenium,Aspleniaceae,NA,Asplenium
3503,Asplenium lunulatum,Asplenium,Aspleniaceae,NA,Asplenium
3504,Asplenium macrophlebium,Asplenium,Aspleniaceae,NA,Asplenium
3505,Asplenium mannii,Asplenium,Aspleniaceae,NA,Asplenium
3506,Asplenium megalura,Asplenium,Aspleniaceae,NA,Asplenium
3507,Asplenium mildbraedii,Asplenium,Aspleniaceae,NA,Asplenium
3508,Asplenium monanthes,Asplenium,Aspleniaceae,NA,Asplenium
3509,Asplenium nidus,Asplenium,Aspleniaceae,NA,Asplenium
3510,Asplenium nitidum,Asplenium,Aspleniaceae,NA,Asplenium
3511,Asplenium paucifolium,Asplenium,Aspleniaceae,NA,Asplenium
3512,Asplenium pearcei,Asplenium,Aspleniaceae,NA,Asplenium
3513,Asplenium phillipsianum,Asplenium,Aspleniaceae,NA,Asplenium
3514,Asplenium protensum,Asplenium,Aspleniaceae,NA,Asplenium
3515,Asplenium pumilum,Asplenium,Aspleniaceae,NA,Asplenium
3516,Asplenium reekmansii,Asplenium,Aspleniaceae,NA,Asplenium
3517,Asplenium rukaraense,Asplenium,Aspleniaceae,NA,Asplenium
3518,Asplenium ruta-muraria,Asplenium,Aspleniaceae,NA,Asplenium
3519,Asplenium rutifolium,Asplenium,Aspleniaceae,NA,Asplenium
3520,Asplenium rutshuruense,Asplenium,Aspleniaceae,NA,Asplenium
3521,Asplenium sandersonii,Asplenium,Aspleniaceae,NA,Asplenium
3522,Asplenium schnellii,Asplenium,Aspleniaceae,NA,Asplenium
3523,Asplenium simii,Asplenium,Aspleniaceae,NA,Asplenium
3524,Asplenium smedsii,Asplenium,Aspleniaceae,NA,Asplenium
3525,Asplenium spec.nov. 1,Asplenium,Aspleniaceae,NA,Asplenium
3526,Asplenium spec.nov. 2,Asplenium,Aspleniaceae,NA,Asplenium
3527,Asplenium spec.nov. 4,Asplenium,Aspleniaceae,NA,Asplenium
3528,Asplenium splendens,Asplenium,Aspleniaceae,NA,Asplenium
3529,Asplenium sprucei,Asplenium,Aspleniaceae,NA,Asplenium
3530,Asplenium staudtii,Asplenium,Aspleniaceae,NA,Asplenium
3531,Asplenium stuhlmannii,Asplenium,Aspleniaceae,NA,Asplenium
3532,Asplenium subintegrum,Asplenium,Aspleniaceae,NA,Asplenium
3533,Asplenium suppositum,Asplenium,Aspleniaceae,NA,Asplenium
3534,Asplenium tenuicaudatum,Asplenium,Aspleniaceae,NA,Asplenium
3535,Asplenium theciferum,Asplenium,Aspleniaceae,NA,Asplenium
3536,Asplenium trichomanes,Asplenium,Aspleniaceae,NA,Asplenium
3537,Asplenium uhligii,Asplenium,Aspleniaceae,NA,Asplenium
3538,Asplenium unilaterale,Asplenium,Aspleniaceae,NA,Asplenium
3539,Asplenium variabile,Asplenium,Aspleniaceae,NA,Asplenium
3540,Asplenium volkensii,Asplenium,Aspleniaceae,NA,Asplenium
3541,Asplenium warneckei,Asplenium,Aspleniaceae,NA,Asplenium
3542,Asplenium aureum,Asplenium,Aspleniaceae,NA,Asplenium
3543,Athyrium ammifolium,Athyrium,Aspleniaceae,NA,Athyrium
3544,Athyrium annae,Athyrium,Aspleniaceae,NA,Athyrium
3545,Athyrium arborescens,Athyrium,Aspleniaceae,NA,Athyrium
3546,Athyrium glabratum,Athyrium,Aspleniaceae,NA,Athyrium
3547,Athyrium lewalleanum,Athyrium,Aspleniaceae,NA,Athyrium
3548,Athyrium newtonii,Athyrium,Aspleniaceae,NA,Athyrium
3549,Athyrium scandicinum,Athyrium,Aspleniaceae,NA,Athyrium
3550,Athyrium schimperi,Athyrium,Aspleniaceae,NA,Athyrium
3551,Blechnum attenuatum,Blechnum,Aspleniaceae,NA,Blechnum
3552,Blechnum australe,Blechnum,Aspleniaceae,NA,Blechnum
3553,Blechnum ivohibense,Blechnum,Aspleniaceae,NA,Blechnum
3554,Blechnum punctulatum,Blechnum,Aspleniaceae,NA,Blechnum
3555,Blechnum tabulare,Blechnum,Aspleniaceae,NA,Blechnum
3556,Cyclosorus striatus,Cyclosorus,Aspleniaceae,NA,Cyclosorus
3557,Deparia boryana,Deparia,Aspleniaceae,NA,Deparia
3558,Diplazium humbertii,Diplazium,Aspleniaceae,NA,Diplazium
3559,Diplazium nemorale,Diplazium,Aspleniaceae,NA,Diplazium
3560,Diplazium proliferum,Diplazium,Aspleniaceae,NA,Diplazium
3561,Diplazium pseudoporrectum,Diplazium,Aspleniaceae,NA,Diplazium
3562,Diplazium sammatii,Diplazium,Aspleniaceae,NA,Diplazium
3563,Diplazium ulugurica,Diplazium,Aspleniaceae,NA,Diplazium
3564,Diplazium velaminosum,Diplazium,Aspleniaceae,NA,Diplazium
3565,Diplazium welwitschii,Diplazium,Aspleniaceae,NA,Diplazium
3566,Diplazium zanzibaricum,Diplazium,Aspleniaceae,NA,Diplazium
3567,Macrothelypteris rammelooi,Macrothelypteris,Aspleniaceae,NA,Macrothelypteris
3568,Stenochlaena tenuifolia,Stenochlaena,Aspleniaceae,NA,Stenochlaena
3569,Thelypteris afer,Thelypteris,Aspleniaceae,NA,Thelypteris
3570,Thelypteris afra,Thelypteris,Aspleniaceae,NA,Thelypteris
3571,Thelypteris arbuscula,Thelypteris,Aspleniaceae,NA,Thelypteris
3572,Thelypteris bergiana,Thelypteris,Aspleniaceae,NA,Thelypteris
3573,Thelypteris blastophora,Thelypteris,Aspleniaceae,NA,Thelypteris
3574,Thelypteris chaseana,Thelypteris,Aspleniaceae,NA,Thelypteris
3575,Thelypteris confluens,Thelypteris,Aspleniaceae,NA,Thelypteris
3576,Thelypteris dentatus,Thelypteris,Aspleniaceae,NA,Thelypteris
3577,Thelypteris friesii,Thelypteris,Aspleniaceae,NA,Thelypteris
3578,Thelypteris gueintziana,Thelypteris,Aspleniaceae,NA,Thelypteris
3579,Thelypteris hispidulus,Thelypteris,Aspleniaceae,NA,Thelypteris
3580,Thelypteris impressus,Thelypteris,Aspleniaceae,NA,Thelypteris
3581,Thelypteris interrupta,Thelypteris,Aspleniaceae,NA,Thelypteris
3582,Thelypteris microbasis,Thelypteris,Aspleniaceae,NA,Thelypteris
3583,Thelypteris oppositiformis,Thelypteris,Aspleniaceae,NA,Thelypteris
3584,Thelypteris opulentum,Thelypteris,Aspleniaceae,NA,Thelypteris
3585,Thelypteris patens,Thelypteris,Aspleniaceae,NA,Thelypteris
3586,Thelypteris pauciflorus,Thelypteris,Aspleniaceae,NA,Thelypteris
3587,Thelypteris pozoi,Thelypteris,Aspleniaceae,NA,Thelypteris
3588,Thelypteris proliferus,Thelypteris,Aspleniaceae,NA,Thelypteris
3589,Thelypteris pseudogueintziana,Thelypteris,Aspleniaceae,NA,Thelypteris
3590,Thelypteris pulcher,Thelypteris,Aspleniaceae,NA,Thelypteris
3591,Thelypteris striatus,Thelypteris,Aspleniaceae,NA,Thelypteris
3592,Thelypteris unita,Thelypteris,Aspleniaceae,NA,Thelypteris
3593,Thelypteris usambarensis,Thelypteris,Aspleniaceae,NA,Thelypteris
3594,Thelypteris vandervekenii,Thelypteris,Aspleniaceae,NA,Thelypteris
3595,Thelypteris venulosa,Thelypteris,Aspleniaceae,NA,Thelypteris
3596,Acanthospermum glabratum,Acanthospermum,Asteraceae,NA,Acanthospermum
3597,Acanthospermum hispidum,Acanthospermum,Asteraceae,NA,Acanthospermum
3598,Achillea millefolium,Achillea,Asteraceae,NA,Achillea
3599,Achyrocline schimperi,Achyrocline,Asteraceae,NA,Achyrocline
3600,Achyrothalamus marginatus,Achyrothalamus,Asteraceae,NA,Achyrothalamus
3601,Acmella caulirhiza,Acmella,Asteraceae,NA,Acmella
3602,Acmella uliginosa,Acmella,Asteraceae,NA,Acmella
3603,Adelostigma senegalense,Adelostigma,Asteraceae,NA,Adelostigma
3604,Adenostemma caffrum,Adenostemma,Asteraceae,NA,Adenostemma
3605,Adenostemma mauritianum,Adenostemma,Asteraceae,NA,Adenostemma
3606,Adenostemma perrottetii,Adenostemma,Asteraceae,NA,Adenostemma
3607,Adenostemma viscosum,Adenostemma,Asteraceae,NA,Adenostemma
3608,Aedesia glabra,Aedesia,Asteraceae,NA,Aedesia
3609,Aedesia spectabilis,Aedesia,Asteraceae,NA,Aedesia
3610,Ageratinastrum katangense,Ageratinastrum,Asteraceae,NA,Ageratinastrum
3611,Ageratinastrum lejolyanum,Ageratinastrum,Asteraceae,NA,Ageratinastrum
3612,Ageratinastrum polyphyllum,Ageratinastrum,Asteraceae,NA,Ageratinastrum
3613,Ageratum conyzoides,Ageratum,Asteraceae,NA,Ageratum
3614,Akeassia grangeoides,Akeassia,Asteraceae,NA,Akeassia
3615,Ambrosia maritima,Ambrosia,Asteraceae,NA,Ambrosia
3616,Ambrosia psilostachya,Ambrosia,Asteraceae,NA,Ambrosia
3617,Amellus microglossus,Amellus,Asteraceae,NA,Amellus
3618,Amellus strigosus,Amellus,Asteraceae,NA,Amellus
3619,Amellus tenuifolius,Amellus,Asteraceae,NA,Amellus
3620,Amphiglossa tecta,Amphiglossa,Asteraceae,NA,Amphiglossa
3621,Amphiglossa tomentosa,Amphiglossa,Asteraceae,NA,Amphiglossa
3622,Anacyclus radiatus,Anacyclus,Asteraceae,NA,Anacyclus
3623,Anaxeton laeve,Anaxeton,Asteraceae,NA,Anaxeton
3624,Anaxeton virgatum,Anaxeton,Asteraceae,NA,Anaxeton
3625,Anisochaeta mikanioides,Anisochaeta,Asteraceae,NA,Anisochaeta
3626,Anisopappus abercornensis,Anisopappus,Asteraceae,NA,Anisopappus
3627,Anisopappus bampsianus,Anisopappus,Asteraceae,NA,Anisopappus
3628,Anisopappus chinensis,Anisopappus,Asteraceae,NA,Anisopappus
3629,Anisopappus davyi,Anisopappus,Asteraceae,NA,Anisopappus
3630,Anisopappus holstii,Anisopappus,Asteraceae,NA,Anisopappus
3631,Anisopappus kirkii,Anisopappus,Asteraceae,NA,Anisopappus
3632,Anisopappus lastii,Anisopappus,Asteraceae,NA,Anisopappus
3633,Anisopappus lejolyanus,Anisopappus,Asteraceae,NA,Anisopappus
3634,Anisopappus marianus,Anisopappus,Asteraceae,NA,Anisopappus
3635,Anisopappus petitianus,Anisopappus,Asteraceae,NA,Anisopappus
3636,Anisopappus upembensis,Anisopappus,Asteraceae,NA,Anisopappus
3637,Anthemis tigreensis,Anthemis,Asteraceae,NA,Anthemis
3638,Anvillea garcinii,Anvillea,Asteraceae,NA,Anvillea
3639,Arctotheca populifolia,Arctotheca,Asteraceae,NA,Arctotheca
3640,Arctotheca prostrata,Arctotheca,Asteraceae,NA,Arctotheca
3641,Arctotis fastuosa,Arctotis,Asteraceae,NA,Arctotis
3642,Arctotis leiocarpa,Arctotis,Asteraceae,NA,Arctotis
3643,Arctotis venusta,Arctotis,Asteraceae,NA,Arctotis
3644,Argyranthemum gracile,Argyranthemum,Asteraceae,NA,Argyranthemum
3645,Artemisia abyssinica,Artemisia,Asteraceae,NA,Artemisia
3646,Artemisia afra,Artemisia,Asteraceae,NA,Artemisia
3647,Artemisia gorgonum,Artemisia,Asteraceae,NA,Artemisia
3648,Artemisia herba-alba,Artemisia,Asteraceae,NA,Artemisia
3649,Artemisia schimperi,Artemisia,Asteraceae,NA,Artemisia
3650,Artemisia judaica,Artemisia,Asteraceae,NA,Artemisia
3651,Aspilia africana,Aspilia,Asteraceae,NA,Aspilia
3652,Aspilia angolensis,Aspilia,Asteraceae,NA,Aspilia
3653,Aspilia angustifolia,Aspilia,Asteraceae,NA,Aspilia
3654,Aspilia bojeri,Aspilia,Asteraceae,NA,Aspilia
3655,Aspilia bracteosa,Aspilia,Asteraceae,NA,Aspilia
3656,Aspilia bussei,Aspilia,Asteraceae,NA,Aspilia
3657,Aspilia chevalieri,Aspilia,Asteraceae,NA,Aspilia
3658,Aspilia eenii,Aspilia,Asteraceae,NA,Aspilia
3659,Aspilia gillettii,Aspilia,Asteraceae,NA,Aspilia
3660,Aspilia helianthoides,Aspilia,Asteraceae,NA,Aspilia
3661,Aspilia kotschyana,Aspilia,Asteraceae,NA,Aspilia
3662,Aspilia kotschyi,Aspilia,Asteraceae,NA,Aspilia
3663,Aspilia macrorrhiza,Aspilia,Asteraceae,NA,Aspilia
3664,Aspilia malaissei,Aspilia,Asteraceae,NA,Aspilia
3665,Aspilia mendoncae,Aspilia,Asteraceae,NA,Aspilia
3666,Aspilia mortonii,Aspilia,Asteraceae,NA,Aspilia
3667,Aspilia mossambicensis,Aspilia,Asteraceae,NA,Aspilia
3668,Aspilia natalensis,Aspilia,Asteraceae,NA,Aspilia
3669,Aspilia paludosa,Aspilia,Asteraceae,NA,Aspilia
3670,Aspilia pluriseta,Aspilia,Asteraceae,NA,Aspilia
3671,Aspilia rudis,Aspilia,Asteraceae,NA,Aspilia
3672,Aspilia ciliata,Aspilia,Asteraceae,NA,Aspilia
3673,Aster bakerianus,Aster,Asteraceae,NA,Aster
3674,Aster erucifolius,Aster,Asteraceae,NA,Aster
3675,Aster harveyanus,Aster,Asteraceae,NA,Aster
3676,Aster lydenburgensis,Aster,Asteraceae,NA,Aster
3677,Aster milanjiensis,Aster,Asteraceae,NA,Aster
3678,Aster squamatus,Aster,Asteraceae,NA,Aster
3679,Aster tanzaniensis,Aster,Asteraceae,NA,Aster
3680,Asterenhydra fluctuans,Asterenhydra,Asteraceae,NA,Asterenhydra
3681,Asteriscus graveolens,Asteriscus,Asteraceae,NA,Asteriscus
3682,Asteriscus daltonii,Asteriscus,Asteraceae,NA,Asteriscus
3683,Athanasia crassifolia,Athanasia,Asteraceae,NA,Athanasia
3684,Athanasia linifolia,Athanasia,Asteraceae,NA,Athanasia
3685,Athanasia minuta,Athanasia,Asteraceae,NA,Athanasia
3686,Athanasia oocephalum,Athanasia,Asteraceae,NA,Athanasia
3687,Athanasia pinnata,Athanasia,Asteraceae,NA,Athanasia
3688,Athanasia quinquedentata,Athanasia,Asteraceae,NA,Athanasia
3689,Athanasia tomentosa,Athanasia,Asteraceae,NA,Athanasia
3690,Athanasia trifurcata,Athanasia,Asteraceae,NA,Athanasia
3691,Athrixia angustissima,Athrixia,Asteraceae,NA,Athrixia
3692,Athrixia elata,Athrixia,Asteraceae,NA,Athrixia
3693,Athrixia fontana,Athrixia,Asteraceae,NA,Athrixia
3694,Athrixia phylicoides,Athrixia,Asteraceae,NA,Athrixia
3695,Athrixia pulicarioides,Athrixia,Asteraceae,NA,Athrixia
3696,Athrixia rosmarinifolia,Athrixia,Asteraceae,NA,Athrixia
3697,Athroisma boranense,Athroisma,Asteraceae,NA,Athroisma
3698,Athroisma gracile,Athroisma,Asteraceae,NA,Athroisma
3699,Athroisma hastifolium,Athroisma,Asteraceae,NA,Athroisma
3700,Athroisma inevitabile,Athroisma,Asteraceae,NA,Athroisma
3701,Athroisma pusillum,Athroisma,Asteraceae,NA,Athroisma
3702,Athroisma stuhlmannii,Athroisma,Asteraceae,NA,Athroisma
3703,Athroisma lobatum,Athroisma,Asteraceae,NA,Athroisma
3704,Austrosynotis rectirama,Austrosynotis,Asteraceae,NA,Austrosynotis
3705,Bafutia tenuicaulis,Bafutia,Asteraceae,NA,Bafutia
3706,Berkheya angolensis,Berkheya,Asteraceae,NA,Berkheya
3707,Berkheya angusta,Berkheya,Asteraceae,NA,Berkheya
3708,Berkheya barbata,Berkheya,Asteraceae,NA,Berkheya
3709,Berkheya bipinnatifida,Berkheya,Asteraceae,NA,Berkheya
3710,Berkheya carlinopsis,Berkheya,Asteraceae,NA,Berkheya
3711,Berkheya densifolia,Berkheya,Asteraceae,NA,Berkheya
3712,Berkheya discolor,Berkheya,Asteraceae,NA,Berkheya
3713,Berkheya echinacea,Berkheya,Asteraceae,NA,Berkheya
3714,Berkheya ferox,Berkheya,Asteraceae,NA,Berkheya
3715,Berkheya fruticosa,Berkheya,Asteraceae,NA,Berkheya
3716,Berkheya johnstoniana,Berkheya,Asteraceae,NA,Berkheya
3717,Berkheya pinnatifida,Berkheya,Asteraceae,NA,Berkheya
3718,Berkheya rhapontica,Berkheya,Asteraceae,NA,Berkheya
3719,Berkheya rigida,Berkheya,Asteraceae,NA,Berkheya
3720,Berkheya robusta,Berkheya,Asteraceae,NA,Berkheya
3721,Berkheya seminivea,Berkheya,Asteraceae,NA,Berkheya
3722,Berkheya setifera,Berkheya,Asteraceae,NA,Berkheya
3723,Berkheya speciosa,Berkheya,Asteraceae,NA,Berkheya
3724,Berkheya spekeana,Berkheya,Asteraceae,NA,Berkheya
3725,Berkheya spinosa,Berkheya,Asteraceae,NA,Berkheya
3726,Berkheya zeyheri,Berkheya,Asteraceae,NA,Berkheya
3727,Bidens acuticaulis,Bidens,Asteraceae,NA,Bidens
3728,Bidens asperata,Bidens,Asteraceae,NA,Bidens
3729,Bidens barteri,Bidens,Asteraceae,NA,Bidens
3730,Bidens baumii,Bidens,Asteraceae,NA,Bidens
3731,Bidens biternata,Bidens,Asteraceae,NA,Bidens
3732,Bidens borianiana,Bidens,Asteraceae,NA,Bidens
3733,Bidens buchneri,Bidens,Asteraceae,NA,Bidens
3734,Bidens burundiensis,Bidens,Asteraceae,NA,Bidens
3735,Bidens camporum,Bidens,Asteraceae,NA,Bidens
3736,Bidens carinata,Bidens,Asteraceae,NA,Bidens
3737,Bidens cinerea,Bidens,Asteraceae,NA,Bidens
3738,Bidens crocea,Bidens,Asteraceae,NA,Bidens
3739,Bidens diversa,Bidens,Asteraceae,NA,Bidens
3740,Bidens elliotii,Bidens,Asteraceae,NA,Bidens
3741,Bidens engleri,Bidens,Asteraceae,NA,Bidens
3742,Bidens fischeri,Bidens,Asteraceae,NA,Bidens
3743,Bidens ghedoensis,Bidens,Asteraceae,NA,Bidens
3744,Bidens grantii,Bidens,Asteraceae,NA,Bidens
3745,Bidens hildebrandtii,Bidens,Asteraceae,NA,Bidens
3746,Bidens holstii,Bidens,Asteraceae,NA,Bidens
3747,Bidens kilimandscharica,Bidens,Asteraceae,NA,Bidens
3748,Bidens kirkii,Bidens,Asteraceae,NA,Bidens
3749,Bidens lejolyana,Bidens,Asteraceae,NA,Bidens
3750,Bidens lineariloba,Bidens,Asteraceae,NA,Bidens
3751,Bidens macroptera,Bidens,Asteraceae,NA,Bidens
3752,Bidens magnifolia,Bidens,Asteraceae,NA,Bidens
3753,Bidens mannii,Bidens,Asteraceae,NA,Bidens
3754,Bidens moorei,Bidens,Asteraceae,NA,Bidens
3755,Bidens negriana,Bidens,Asteraceae,NA,Bidens
3756,Bidens nobilioides,Bidens,Asteraceae,NA,Bidens
3757,Bidens oblonga,Bidens,Asteraceae,NA,Bidens
3758,Bidens occidentalis,Bidens,Asteraceae,NA,Bidens
3759,Bidens ochracea,Bidens,Asteraceae,NA,Bidens
3760,Bidens oligoflora,Bidens,Asteraceae,NA,Bidens
3761,Bidens pachyloma,Bidens,Asteraceae,NA,Bidens
3762,Bidens pilosa,Bidens,Asteraceae,NA,Bidens
3763,Bidens pinnatipartita,Bidens,Asteraceae,NA,Bidens
3764,Bidens prestinaria,Bidens,Asteraceae,NA,Bidens
3765,Bidens rueppellii,Bidens,Asteraceae,NA,Bidens
3766,Bidens ruyigiensis,Bidens,Asteraceae,NA,Bidens
3767,Bidens schimperi,Bidens,Asteraceae,NA,Bidens
3768,Bidens sierra-leonensis,Bidens,Asteraceae,NA,Bidens
3769,Bidens somaliensis,Bidens,Asteraceae,NA,Bidens
3770,Bidens steppia,Bidens,Asteraceae,NA,Bidens
3771,Bidens ternata,Bidens,Asteraceae,NA,Bidens
3772,Bidens ugandensis,Bidens,Asteraceae,NA,Bidens
3773,Bidens urceolata,Bidens,Asteraceae,NA,Bidens
3774,Bidens whytei,Bidens,Asteraceae,NA,Bidens
3775,Bidens zairensis,Bidens,Asteraceae,NA,Bidens
3776,Bidens setigera,Bidens,Asteraceae,NA,Bidens
3777,Blainvillea acmella,Blainvillea,Asteraceae,NA,Blainvillea
3778,Blainvillea gayana,Blainvillea,Asteraceae,NA,Blainvillea
3779,Blepharispermum arcuatum,Blepharispermum,Asteraceae,NA,Blepharispermum
3780,Blepharispermum brachycarphum,Blepharispermum,Asteraceae,NA,Blepharispermum
3781,Blepharispermum canescens,Blepharispermum,Asteraceae,NA,Blepharispermum
3782,Blepharispermum ellenbeckii,Blepharispermum,Asteraceae,NA,Blepharispermum
3783,Blepharispermum fruticosum,Blepharispermum,Asteraceae,NA,Blepharispermum
3784,Blepharispermum minus,Blepharispermum,Asteraceae,NA,Blepharispermum
3785,Blepharispermum pubescens,Blepharispermum,Asteraceae,NA,Blepharispermum
3786,Blepharispermum spinulosum,Blepharispermum,Asteraceae,NA,Blepharispermum
3787,Blepharispermum villosum,Blepharispermum,Asteraceae,NA,Blepharispermum
3788,Blepharispermum xerothamnum,Blepharispermum,Asteraceae,NA,Blepharispermum
3789,Blepharispermum zanguebaricum,Blepharispermum,Asteraceae,NA,Blepharispermum
3790,Blumea axillaris,Blumea,Asteraceae,NA,Blumea
3791,Blumea bovei,Blumea,Asteraceae,NA,Blumea
3792,Blumea braunii,Blumea,Asteraceae,NA,Blumea
3793,Blumea cafra,Blumea,Asteraceae,NA,Blumea
3794,Blumea heudelotii,Blumea,Asteraceae,NA,Blumea
3795,Blumea laciniata,Blumea,Asteraceae,NA,Blumea
3796,Blumea perrottetiana,Blumea,Asteraceae,NA,Blumea
3797,Blumea sinuata,Blumea,Asteraceae,NA,Blumea
3798,Bothriocline amphicoma,Bothriocline,Asteraceae,NA,Bothriocline
3799,Bothriocline amplifolia,Bothriocline,Asteraceae,NA,Bothriocline
3800,Bothriocline argentea,Bothriocline,Asteraceae,NA,Bothriocline
3801,Bothriocline auriculata,Bothriocline,Asteraceae,NA,Bothriocline
3802,Bothriocline bagshawei,Bothriocline,Asteraceae,NA,Bothriocline
3803,Bothriocline carrissoi,Bothriocline,Asteraceae,NA,Bothriocline
3804,Bothriocline congesta,Bothriocline,Asteraceae,NA,Bothriocline
3805,Bothriocline ethulioides,Bothriocline,Asteraceae,NA,Bothriocline
3806,Bothriocline fusca,Bothriocline,Asteraceae,NA,Bothriocline
3807,Bothriocline glabrescens,Bothriocline,Asteraceae,NA,Bothriocline
3808,Bothriocline globosa,Bothriocline,Asteraceae,NA,Bothriocline
3809,Bothriocline glomerata,Bothriocline,Asteraceae,NA,Bothriocline
3810,Bothriocline huillensis,Bothriocline,Asteraceae,NA,Bothriocline
3811,Bothriocline inyangana,Bothriocline,Asteraceae,NA,Bothriocline
3812,Bothriocline ituriensis,Bothriocline,Asteraceae,NA,Bothriocline
3813,Bothriocline katangensis,Bothriocline,Asteraceae,NA,Bothriocline
3814,Bothriocline kungwensis,Bothriocline,Asteraceae,NA,Bothriocline
3815,Bothriocline laxa,Bothriocline,Asteraceae,NA,Bothriocline
3816,Bothriocline longipes,Bothriocline,Asteraceae,NA,Bothriocline
3817,Bothriocline malaissei,Bothriocline,Asteraceae,NA,Bothriocline
3818,Bothriocline mbalensis,Bothriocline,Asteraceae,NA,Bothriocline
3819,Bothriocline milanjiensis,Bothriocline,Asteraceae,NA,Bothriocline
3820,Bothriocline monocephala,Bothriocline,Asteraceae,NA,Bothriocline
3821,Bothriocline monticola,Bothriocline,Asteraceae,NA,Bothriocline
3822,Bothriocline moramballae,Bothriocline,Asteraceae,NA,Bothriocline
3823,Bothriocline muschleriana,Bothriocline,Asteraceae,NA,Bothriocline
3824,Bothriocline nyiruensis,Bothriocline,Asteraceae,NA,Bothriocline
3825,Bothriocline nyungwensis,Bothriocline,Asteraceae,NA,Bothriocline
3826,Bothriocline pauciseta,Bothriocline,Asteraceae,NA,Bothriocline
3827,Bothriocline pauwelsii,Bothriocline,Asteraceae,NA,Bothriocline
3828,Bothriocline pectinata,Bothriocline,Asteraceae,NA,Bothriocline
3829,Bothriocline ripensis,Bothriocline,Asteraceae,NA,Bothriocline
3830,Bothriocline ruwenzoriensis,Bothriocline,Asteraceae,NA,Bothriocline
3831,Bothriocline schimperi,Bothriocline,Asteraceae,NA,Bothriocline
3832,Bothriocline sengensis,Bothriocline,Asteraceae,NA,Bothriocline
3833,Bothriocline shagayuensis,Bothriocline,Asteraceae,NA,Bothriocline
3834,Bothriocline steetziana,Bothriocline,Asteraceae,NA,Bothriocline
3835,Bothriocline subcordata,Bothriocline,Asteraceae,NA,Bothriocline
3836,Bothriocline trifoliata,Bothriocline,Asteraceae,NA,Bothriocline
3837,Bothriocline ugandensis,Bothriocline,Asteraceae,NA,Bothriocline
3838,Bothriocline upembensis,Bothriocline,Asteraceae,NA,Bothriocline
3839,Bothriocline virungae,Bothriocline,Asteraceae,NA,Bothriocline
3840,Bothriocline wittei,Bothriocline,Asteraceae,NA,Bothriocline
3841,Brachylaena discolor,Brachylaena,Asteraceae,NA,Brachylaena
3842,Brachylaena huillensis,Brachylaena,Asteraceae,NA,Brachylaena
3843,Brachylaena nereifolia,Brachylaena,Asteraceae,NA,Brachylaena
3844,Brachythrix glomerata,Brachythrix,Asteraceae,NA,Brachythrix
3845,Brachythrix malawiensis,Brachythrix,Asteraceae,NA,Brachythrix
3846,Brachythrix pawekiae,Brachythrix,Asteraceae,NA,Brachythrix
3847,Brachythrix sonchoides,Brachythrix,Asteraceae,NA,Brachythrix
3848,Brachythrix stolzii,Brachythrix,Asteraceae,NA,Brachythrix
3849,Brocchia cinerea,Brocchia,Asteraceae,NA,Brocchia
