,species,genus,family,species.relative,genus.relative
12976,Trifolium_bilineatum,Trifolium,Fabaceae,NA,Trifolium
12977,Trifolium_burchellianum,Trifolium,Fabaceae,NA,Trifolium
12978,Trifolium_cryptopodium,Trifolium,Fabaceae,NA,Trifolium
12979,Trifolium_decorum,Trifolium,Fabaceae,NA,Trifolium
12980,Trifolium_elgonense,Trifolium,Fabaceae,NA,Trifolium
12981,Trifolium_lanceolatum,Trifolium,Fabaceae,NA,Trifolium
12982,Trifolium_masaiense,Trifolium,Fabaceae,NA,Trifolium
12983,Trifolium_mattirolianum,Trifolium,Fabaceae,NA,Trifolium
12984,Trifolium_multinerve,Trifolium,Fabaceae,NA,Trifolium
12985,Trifolium_petitianum,Trifolium,Fabaceae,NA,Trifolium
12986,Trifolium_pichisermollii,Trifolium,Fabaceae,NA,Trifolium
12987,Trifolium_polystachyum,Trifolium,Fabaceae,NA,Trifolium
12988,Trifolium_pseudostriatum,Trifolium,Fabaceae,NA,Trifolium
12989,Trifolium_purseglovei,Trifolium,Fabaceae,NA,Trifolium
12990,Trifolium_quartinianum,Trifolium,Fabaceae,NA,Trifolium
12991,Trifolium_rueppellianum,Trifolium,Fabaceae,NA,Trifolium
12992,Trifolium_schimperi,Trifolium,Fabaceae,NA,Trifolium
12993,Trifolium_semipilosum,Trifolium,Fabaceae,NA,Trifolium
12994,Trifolium_simense,Trifolium,Fabaceae,NA,Trifolium
12995,Trifolium_spananthum,Trifolium,Fabaceae,NA,Trifolium
12996,Trifolium_steudneri,Trifolium,Fabaceae,NA,Trifolium
12997,Trifolium_stolzii,Trifolium,Fabaceae,NA,Trifolium
12998,Trifolium_tembense,Trifolium,Fabaceae,NA,Trifolium
12999,Trifolium_usambarense,Trifolium,Fabaceae,NA,Trifolium
13000,Trifolium_wentzelianum,Trifolium,Fabaceae,NA,Trifolium
13001,Trifolium_campestre,Trifolium,Fabaceae,NA,Trifolium
13002,Trifolium_alexandrinum,Trifolium,Fabaceae,NA,Trifolium
13003,Tylosema_angolense,Tylosema,Fabaceae,NA,Tylosema
13004,Tylosema_esculentum,Tylosema,Fabaceae,NA,Tylosema
13005,Tylosema_fassoglensis,Tylosema,Fabaceae,NA,Tylosema
13006,Tylosema_humifusa,Tylosema,Fabaceae,NA,Tylosema
13007,Tylosema_fassoglense,Tylosema,Fabaceae,NA,Tylosema
13008,Uraria_gossweileri,Uraria,Fabaceae,NA,Uraria
13009,Uraria_picta,Uraria,Fabaceae,NA,Uraria
13010,Vatovaea_pseudolablab,Vatovaea,Fabaceae,NA,Vatovaea
13011,Vicia_benghalensis,Vicia,Fabaceae,NA,Vicia
13012,Vicia_faba,Vicia,Fabaceae,NA,Vicia
13013,Vicia_hirsuta,Vicia,Fabaceae,NA,Vicia
13014,Vicia_paucifolia,Vicia,Fabaceae,NA,Vicia
13015,Vicia_sativa,Vicia,Fabaceae,NA,Vicia
13016,Vicia_villosa,Vicia,Fabaceae,NA,Vicia
13017,Vigna_ambacensis,Vigna,Fabaceae,NA,Vigna
13018,Vigna_antunesii,Vigna,Fabaceae,NA,Vigna
13019,Vigna_bequaertii,Vigna,Fabaceae,NA,Vigna
13020,Vigna_comosa,Vigna,Fabaceae,NA,Vigna
13021,Vigna_desmodioides,Vigna,Fabaceae,NA,Vigna
13022,Vigna_dolomitica,Vigna,Fabaceae,NA,Vigna
13023,Vigna_filicaulis,Vigna,Fabaceae,NA,Vigna
13024,Vigna_fischeri,Vigna,Fabaceae,NA,Vigna
13025,Vigna_friesiorum,Vigna,Fabaceae,NA,Vigna
13026,Vigna_frutescens,Vigna,Fabaceae,NA,Vigna
13027,Vigna_gazensis,Vigna,Fabaceae,NA,Vigna
13028,Vigna_gracilis,Vigna,Fabaceae,NA,Vigna
13029,Vigna_haumaniana,Vigna,Fabaceae,NA,Vigna
13030,Vigna_heterophylla,Vigna,Fabaceae,NA,Vigna
13031,Vigna_juncea,Vigna,Fabaceae,NA,Vigna
13032,Vigna_juruana,Vigna,Fabaceae,NA,Vigna
13033,Vigna_kirkii,Vigna,Fabaceae,NA,Vigna
13034,Vigna_laurentii,Vigna,Fabaceae,NA,Vigna
13035,Vigna_longissima,Vigna,Fabaceae,NA,Vigna
13036,Vigna_luteola,Vigna,Fabaceae,NA,Vigna
13037,Vigna_marina,Vigna,Fabaceae,NA,Vigna
13038,Vigna_membranacea,Vigna,Fabaceae,NA,Vigna
13039,Vigna_monophylla,Vigna,Fabaceae,NA,Vigna
13040,Vigna_multinervis,Vigna,Fabaceae,NA,Vigna
13041,Vigna_nigritia,Vigna,Fabaceae,NA,Vigna
13042,Vigna_nuda,Vigna,Fabaceae,NA,Vigna
13043,Vigna_nyangensis,Vigna,Fabaceae,NA,Vigna
13044,Vigna_oblongifolia,Vigna,Fabaceae,NA,Vigna
13045,Vigna_parkeri,Vigna,Fabaceae,NA,Vigna
13046,Vigna_parviflora,Vigna,Fabaceae,NA,Vigna
13047,Vigna_phoenix,Vigna,Fabaceae,NA,Vigna
13048,Vigna_platyloba,Vigna,Fabaceae,NA,Vigna
13049,Vigna_procera,Vigna,Fabaceae,NA,Vigna
13050,Vigna_pseudovenulosa,Vigna,Fabaceae,NA,Vigna
13051,Vigna_pubigera,Vigna,Fabaceae,NA,Vigna
13052,Vigna_pygmaea,Vigna,Fabaceae,NA,Vigna
13053,Vigna_racemosa,Vigna,Fabaceae,NA,Vigna
13054,Vigna_radicans,Vigna,Fabaceae,NA,Vigna
13055,Vigna_reticulata,Vigna,Fabaceae,NA,Vigna
13056,Vigna_richardsiae,Vigna,Fabaceae,NA,Vigna
13057,Vigna_schimperi,Vigna,Fabaceae,NA,Vigna
13058,Vigna_schlechteri,Vigna,Fabaceae,NA,Vigna
13059,Vigna_stenophylla,Vigna,Fabaceae,NA,Vigna
13060,Vigna_subterranea,Vigna,Fabaceae,NA,Vigna
13061,Vigna_triphylla,Vigna,Fabaceae,NA,Vigna
13062,Vigna_unguiculata,Vigna,Fabaceae,NA,Vigna
13063,Vigna_venulosa,Vigna,Fabaceae,NA,Vigna
13064,Vigna_vexillata,Vigna,Fabaceae,NA,Vigna
13065,Vigna_radiata,Vigna,Fabaceae,NA,Vigna
13066,Vigna_longifolia,Vigna,Fabaceae,NA,Vigna
13067,Virgilia_capensis,Virgilia,Fabaceae,NA,Virgilia
13068,Virgilia_divaricata,Virgilia,Fabaceae,NA,Virgilia
13069,Virgilia_oroboides,Virgilia,Fabaceae,NA,Virgilia
13070,Wajira_albescens,Wajira,Fabaceae,NA,Wajira
13071,Wajira_grahamiana,Wajira,Fabaceae,NA,Wajira
13072,Wajira_praecox,Wajira,Fabaceae,NA,Wajira
13073,Wiborgia_leptoptera,Wiborgia,Fabaceae,NA,Wiborgia
13074,Wiborgiella_inflata,Wiborgiella,Fabaceae,NA,Wiborgiella
13075,Xanthocercis_rabiensis,Xanthocercis,Fabaceae,NA,Xanthocercis
13076,Xanthocercis_zambesiaca,Xanthocercis,Fabaceae,NA,Xanthocercis
13077,Xerocladia_viridiramis,Xerocladia,Fabaceae,NA,Xerocladia
13078,Xylia_africana,Xylia,Fabaceae,NA,Xylia
13079,Xylia_evansii,Xylia,Fabaceae,NA,Xylia
13080,Xylia_ghesquierei,Xylia,Fabaceae,NA,Xylia
13081,Xylia_mendoncae,Xylia,Fabaceae,NA,Xylia
13082,Xylia_schliebenii,Xylia,Fabaceae,NA,Xylia
13083,Xylia_torreana,Xylia,Fabaceae,NA,Xylia
13084,Zenkerella_capparidacea,Zenkerella,Fabaceae,NA,Zenkerella
13085,Zenkerella_citrina,Zenkerella,Fabaceae,NA,Zenkerella
13086,Zenkerella_egregia,Zenkerella,Fabaceae,NA,Zenkerella
13087,Zenkerella_perplexa,Zenkerella,Fabaceae,NA,Zenkerella
13088,Zornia_albolutescens,Zornia,Fabaceae,NA,Zornia
13089,Zornia_apiculata,Zornia,Fabaceae,NA,Zornia
13090,Zornia_bracteata,Zornia,Fabaceae,NA,Zornia
13091,Zornia_brevipes,Zornia,Fabaceae,NA,Zornia
13092,Zornia_capensis,Zornia,Fabaceae,NA,Zornia
13093,Zornia_durumuensis,Zornia,Fabaceae,NA,Zornia
13094,Zornia_glochidiata,Zornia,Fabaceae,NA,Zornia
13095,Zornia_latifolia,Zornia,Fabaceae,NA,Zornia
13096,Zornia_linearis,Zornia,Fabaceae,NA,Zornia
13097,Zornia_milneana,Zornia,Fabaceae,NA,Zornia
13098,Zornia_pratensis,Zornia,Fabaceae,NA,Zornia
13099,Zornia_reptans,Zornia,Fabaceae,NA,Zornia
13100,Zornia_setosa,Zornia,Fabaceae,NA,Zornia
13101,Zornia_songeensis,Zornia,Fabaceae,NA,Zornia
13102,Zygocarpum_gillettii,Zygocarpum,Fabaceae,NA,Zygocarpum
13103,Grona_adscendens,Grona,Fabaceae,NA,Grona
13104,Grona_setigera,Grona,Fabaceae,NA,Grona
13105,Grona_ramosissima,Grona,Fabaceae,NA,Grona
13106,Grona_hirta,Grona,Fabaceae,NA,Grona
13107,Grona_triflora,Grona,Fabaceae,NA,Grona
13108,Grona_barbata,Grona,Fabaceae,NA,Grona
13109,Grona_schweinfurthii,Grona,Fabaceae,NA,Grona
13110,Arachis_hypogaea,Arachis,Fabaceae,NA,Arachis
13111,Senegalia_gourmaensis,Senegalia,Fabaceae,NA,Senegalia
13112,Senegalia_erythrocalyx,Senegalia,Fabaceae,NA,Senegalia
13113,Senegalia_macrostachya,Senegalia,Fabaceae,NA,Senegalia
13114,Senegalia_senegal,Senegalia,Fabaceae,NA,Senegalia
13115,Senegalia_laeta,Senegalia,Fabaceae,NA,Senegalia
13116,Senegalia_ataxacantha,Senegalia,Fabaceae,NA,Senegalia
13117,Senegalia_polyacantha,Senegalia,Fabaceae,NA,Senegalia
13118,Senegalia_asak,Senegalia,Fabaceae,NA,Senegalia
13119,Senegalia_mellifera,Senegalia,Fabaceae,NA,Senegalia
13120,Senegalia_brevispica,Senegalia,Fabaceae,NA,Senegalia
13121,Senegalia_persiciflora,Senegalia,Fabaceae,NA,Senegalia
13122,Senegalia_pseudonigrescens,Senegalia,Fabaceae,NA,Senegalia
13123,Senegalia_kamerunensis,Senegalia,Fabaceae,NA,Senegalia
13124,Senegalia_somalensis,Senegalia,Fabaceae,NA,Senegalia
13125,Senegalia_hecatophylla,Senegalia,Fabaceae,NA,Senegalia
13126,Vachellia_sieberiana,Vachellia,Fabaceae,NA,Vachellia
13127,Vachellia_hockii,Vachellia,Fabaceae,NA,Vachellia
13128,Vachellia_seyal,Vachellia,Fabaceae,NA,Vachellia
13129,Vachellia_tortilis,Vachellia,Fabaceae,NA,Vachellia
13130,Vachellia_nilotica,Vachellia,Fabaceae,NA,Vachellia
13131,Vachellia_gerrardii,Vachellia,Fabaceae,NA,Vachellia
13132,Vachellia_oerfota,Vachellia,Fabaceae,NA,Vachellia
13133,Vachellia_etbaica,Vachellia,Fabaceae,NA,Vachellia
13134,Vachellia_flava,Vachellia,Fabaceae,NA,Vachellia
13135,Vachellia_bussei,Vachellia,Fabaceae,NA,Vachellia
13136,Vachellia_amythethophylla,Vachellia,Fabaceae,NA,Vachellia
13137,Vachellia_kirkii,Vachellia,Fabaceae,NA,Vachellia
13138,Vachellia_edgeworthii,Vachellia,Fabaceae,NA,Vachellia
13139,Vachellia_hebeclada,Vachellia,Fabaceae,NA,Vachellia
13140,Vachellia_zanzibarica,Vachellia,Fabaceae,NA,Vachellia
13141,Vachellia_pilispina,Vachellia,Fabaceae,NA,Vachellia
13142,Pleurolobus_gangeticus,Pleurolobus,Fabaceae,NA,Pleurolobus
13143,Pleurolobus_salicifolius,Pleurolobus,Fabaceae,NA,Pleurolobus
13144,Polhillides_velutina,Polhillides,Fabaceae,NA,Polhillides
13145,Macroptilium_lathyroides,Macroptilium,Fabaceae,NA,Macroptilium
13146,Desmanthus_virgatus,Desmanthus,Fabaceae,NA,Desmanthus
13147,Denisophytum_eriantherum,Denisophytum,Fabaceae,NA,Denisophytum
13148,Kebirita_roudairei,Kebirita,Fabaceae,NA,Kebirita
13149,Leobordea_platycarpa,Leobordea,Fabaceae,NA,Leobordea
13150,Alhagi_maurorum,Alhagi,Fabaceae,NA,Alhagi
13151,Sohmaea_laxiflora,Sohmaea,Fabaceae,NA,Sohmaea
13152,Bouffordia_dichotoma,Bouffordia,Fabaceae,NA,Bouffordia
13153,Mezoneuron_benthamianum,Mezoneuron,Fabaceae,NA,Mezoneuron
13154,Neustanthus_phaseoloides,Neustanthus,Fabaceae,NA,Neustanthus
13155,Hippocrepis_multisiliquosa,Hippocrepis,Fabaceae,NA,Hippocrepis
13156,Biserrula_pelecinus,Biserrula,Fabaceae,NA,Biserrula
13157,Leucaena_leucocephala,Leucaena,Fabaceae,NA,Leucaena
13158,Macropsychanthus_comosus,Macropsychanthus,Fabaceae,NA,Macropsychanthus
13159,Trigonella_glabra,Trigonella,Fabaceae,NA,Trigonella
13160,Lysiloma_acapulcense,Lysiloma,Fabaceae,NA,Lysiloma
13161,Quercus_coccifera,Quercus,Fagaceae,NA,Quercus
13162,Flagellaria_guineensis,Flagellaria,Flagellariaceae,NA,Flagellaria
13163,Frankenia_ericifolia,Frankenia,Frankeniaceae,NA,Frankenia
13164,Frankenia_pomonensis,Frankenia,Frankeniaceae,NA,Frankenia
13165,Frankenia_pulverulenta,Frankenia,Frankeniaceae,NA,Frankenia
13166,Frankenia_repens,Frankenia,Frankeniaceae,NA,Frankenia
13167,Frankenia_corymbosa,Frankenia,Frankeniaceae,NA,Frankenia
13168,Geissoloma_marginatum,Geissoloma,Geissolomataceae,NA,Geissoloma
13169,Mostuea_adamii,Mostuea,Gelsemiaceae,NA,Mostuea
13170,Mostuea_batesii,Mostuea,Gelsemiaceae,NA,Mostuea
13171,Mostuea_brunonis,Mostuea,Gelsemiaceae,NA,Mostuea
13172,Mostuea_brunosis,Mostuea,Gelsemiaceae,NA,Mostuea
13173,Mostuea_hirsuta,Mostuea,Gelsemiaceae,NA,Mostuea
13174,Mostuea_hymenocardioides,Mostuea,Gelsemiaceae,NA,Mostuea
13175,Mostuea_microphylla,Mostuea,Gelsemiaceae,NA,Mostuea
13176,Mostuea_neurocarpa,Mostuea,Gelsemiaceae,NA,Mostuea
13177,Anthocleista_djalonensis,Anthocleista,Gentianaceae,NA,Anthocleista
13178,Anthocleista_grandiflora,Anthocleista,Gentianaceae,NA,Anthocleista
13179,Anthocleista_laxiflora,Anthocleista,Gentianaceae,NA,Anthocleista
13180,Anthocleista_liebrechtsiana,Anthocleista,Gentianaceae,NA,Anthocleista
13181,Anthocleista_microphylla,Anthocleista,Gentianaceae,NA,Anthocleista
13182,Anthocleista_nobilis,Anthocleista,Gentianaceae,NA,Anthocleista
13183,Anthocleista_obanensis,Anthocleista,Gentianaceae,NA,Anthocleista
13184,Anthocleista_potalioides,Anthocleista,Gentianaceae,NA,Anthocleista
13185,Anthocleista_procera,Anthocleista,Gentianaceae,NA,Anthocleista
13186,Anthocleista_scandens,Anthocleista,Gentianaceae,NA,Anthocleista
13187,Anthocleista_schweinfurthii,Anthocleista,Gentianaceae,NA,Anthocleista
13188,Anthocleista_vogelii,Anthocleista,Gentianaceae,NA,Anthocleista
13189,Canscora_alata,Canscora,Gentianaceae,NA,Canscora
13190,Canscora_diffusa,Canscora,Gentianaceae,NA,Canscora
13191,Centaurium_pulchellum,Centaurium,Gentianaceae,NA,Centaurium
13192,Centaurium_tenuiflorum,Centaurium,Gentianaceae,NA,Centaurium
13193,Chironia_baccifera,Chironia,Gentianaceae,NA,Chironia
13194,Chironia_elgonensis,Chironia,Gentianaceae,NA,Chironia
13195,Chironia_fernandesiana,Chironia,Gentianaceae,NA,Chironia
13196,Chironia_flexuosa,Chironia,Gentianaceae,NA,Chironia
13197,Chironia_katangensis,Chironia,Gentianaceae,NA,Chironia
13198,Chironia_krebsii,Chironia,Gentianaceae,NA,Chironia
13199,Chironia_laxiflora,Chironia,Gentianaceae,NA,Chironia
13200,Chironia_melampyrifolia,Chironia,Gentianaceae,NA,Chironia
13201,Chironia_palustris,Chironia,Gentianaceae,NA,Chironia
13202,Chironia_purpurascens,Chironia,Gentianaceae,NA,Chironia
13203,Chironia_tetragona,Chironia,Gentianaceae,NA,Chironia
13204,Chironia_transvaalensis,Chironia,Gentianaceae,NA,Chironia
13205,Congolanthus_longidens,Congolanthus,Gentianaceae,NA,Congolanthus
13206,Djaloniella_ypsilostyla,Djaloniella,Gentianaceae,NA,Djaloniella
13207,Enicostema_axillare,Enicostema,Gentianaceae,NA,Enicostema
13208,Exacum_oldenlandioides,Exacum,Gentianaceae,NA,Exacum
13209,Exacum_quinquenervium,Exacum,Gentianaceae,NA,Exacum
13210,Exacum_zombense,Exacum,Gentianaceae,NA,Exacum
13211,Exochaenium_baumianum,Exochaenium,Gentianaceae,NA,Exochaenium
13212,Exochaenium_debile,Exochaenium,Gentianaceae,NA,Exochaenium
13213,Exochaenium_dimidiatum,Exochaenium,Gentianaceae,NA,Exochaenium
13214,Exochaenium_exiguum,Exochaenium,Gentianaceae,NA,Exochaenium
13215,Exochaenium_fernandesianum,Exochaenium,Gentianaceae,NA,Exochaenium
13216,Exochaenium_gracile,Exochaenium,Gentianaceae,NA,Exochaenium
13217,Exochaenium_grande,Exochaenium,Gentianaceae,NA,Exochaenium
13218,Exochaenium_hockii,Exochaenium,Gentianaceae,NA,Exochaenium
13219,Exochaenium_lineariforme,Exochaenium,Gentianaceae,NA,Exochaenium
13220,Exochaenium_macropterum,Exochaenium,Gentianaceae,NA,Exochaenium
13221,Exochaenium_oliganthum,Exochaenium,Gentianaceae,NA,Exochaenium
13222,Exochaenium_perparvum,Exochaenium,Gentianaceae,NA,Exochaenium
13223,Exochaenium_platypterum,Exochaenium,Gentianaceae,NA,Exochaenium
13224,Exochaenium_pumilum,Exochaenium,Gentianaceae,NA,Exochaenium
13225,Exochaenium_teucszii,Exochaenium,Gentianaceae,NA,Exochaenium
13226,Exochaenium_wildemanianum,Exochaenium,Gentianaceae,NA,Exochaenium
13227,Faroa_acaulis,Faroa,Gentianaceae,NA,Faroa
13228,Faroa_acuminata,Faroa,Gentianaceae,NA,Faroa
13229,Faroa_affinis,Faroa,Gentianaceae,NA,Faroa
13230,Faroa_amara,Faroa,Gentianaceae,NA,Faroa
13231,Faroa_chalcophila,Faroa,Gentianaceae,NA,Faroa
13232,Faroa_duvigneaudii,Faroa,Gentianaceae,NA,Faroa
13233,Faroa_fanshawei,Faroa,Gentianaceae,NA,Faroa
13234,Faroa_graveolens,Faroa,Gentianaceae,NA,Faroa
13235,Faroa_malaissei,Faroa,Gentianaceae,NA,Faroa
13236,Faroa_pusilla,Faroa,Gentianaceae,NA,Faroa
13237,Faroa_salutaris,Faroa,Gentianaceae,NA,Faroa
13238,Faroa_schaijesiorum,Faroa,Gentianaceae,NA,Faroa
13239,Karina_tayloriana,Karina,Gentianaceae,NA,Karina
13240,Lagenias_pusillus,Lagenias,Gentianaceae,NA,Lagenias
13241,Neurotheca_congolana,Neurotheca,Gentianaceae,NA,Neurotheca
13242,Neurotheca_corymbosa,Neurotheca,Gentianaceae,NA,Neurotheca
13243,Neurotheca_loeselioides,Neurotheca,Gentianaceae,NA,Neurotheca
13244,Oreonesion_testui,Oreonesion,Gentianaceae,NA,Oreonesion
13245,Orphium_frutescens,Orphium,Gentianaceae,NA,Orphium
13246,Pycnosphaera_buchananii,Pycnosphaera,Gentianaceae,NA,Pycnosphaera
13247,Schinziella_tetragona,Schinziella,Gentianaceae,NA,Schinziella
13248,Sebaea_albens,Sebaea,Gentianaceae,NA,Sebaea
13249,Sebaea_aurea,Sebaea,Gentianaceae,NA,Sebaea
13250,Sebaea_bojeri,Sebaea,Gentianaceae,NA,Sebaea
13251,Sebaea_brachyphylla,Sebaea,Gentianaceae,NA,Sebaea
13252,Sebaea_exacoides,Sebaea,Gentianaceae,NA,Sebaea
13253,Sebaea_fastigiata,Sebaea,Gentianaceae,NA,Sebaea
13254,Sebaea_hymenosepala,Sebaea,Gentianaceae,NA,Sebaea
13255,Sebaea_leiostyla,Sebaea,Gentianaceae,NA,Sebaea
13256,Sebaea_longicaulis,Sebaea,Gentianaceae,NA,Sebaea
13257,Sebaea_macrophylla,Sebaea,Gentianaceae,NA,Sebaea
13258,Sebaea_micrantha,Sebaea,Gentianaceae,NA,Sebaea
13259,Sebaea_microphylla,Sebaea,Gentianaceae,NA,Sebaea
13260,Sebaea_monantha,Sebaea,Gentianaceae,NA,Sebaea
13261,Sebaea_pentandra,Sebaea,Gentianaceae,NA,Sebaea
13262,Sebaea_procumbens,Sebaea,Gentianaceae,NA,Sebaea
13263,Sebaea_rehmannii,Sebaea,Gentianaceae,NA,Sebaea
13264,Sebaea_schlechteri,Sebaea,Gentianaceae,NA,Sebaea
13265,Sebaea_sedoides,Sebaea,Gentianaceae,NA,Sebaea
13266,Sebaea_spathulata,Sebaea,Gentianaceae,NA,Sebaea
13267,Sebaea_thomasii,Sebaea,Gentianaceae,NA,Sebaea
13268,Swertia_abyssinica,Swertia,Gentianaceae,NA,Swertia
13269,Swertia_adolfi-friderici,Swertia,Gentianaceae,NA,Swertia
13270,Swertia_brownii,Swertia,Gentianaceae,NA,Swertia
13271,Swertia_crassiuscula,Swertia,Gentianaceae,NA,Swertia
13272,Swertia_eminii,Swertia,Gentianaceae,NA,Swertia
13273,Swertia_engleri,Swertia,Gentianaceae,NA,Swertia
13274,Swertia_fimbriata,Swertia,Gentianaceae,NA,Swertia
13275,Swertia_kilimandscharica,Swertia,Gentianaceae,NA,Swertia
13276,Swertia_lugardae,Swertia,Gentianaceae,NA,Swertia
13277,Swertia_macrosepala,Swertia,Gentianaceae,NA,Swertia
13278,Swertia_mannii,Swertia,Gentianaceae,NA,Swertia
13279,Swertia_pumila,Swertia,Gentianaceae,NA,Swertia
13280,Swertia_quartiniana,Swertia,Gentianaceae,NA,Swertia
13281,Swertia_scandens,Swertia,Gentianaceae,NA,Swertia
13282,Swertia_schliebenii,Swertia,Gentianaceae,NA,Swertia
13283,Swertia_squamigera,Swertia,Gentianaceae,NA,Swertia
13284,Swertia_tetrandra,Swertia,Gentianaceae,NA,Swertia
13285,Swertia_usambarensis,Swertia,Gentianaceae,NA,Swertia
13286,Swertia_volkensii,Swertia,Gentianaceae,NA,Swertia
13287,Swertia_welwitschii,Swertia,Gentianaceae,NA,Swertia
13288,Urogentias_ulugurensis,Urogentias,Gentianaceae,NA,Urogentias
13289,Voyria_primuloides,Voyria,Gentianaceae,NA,Voyria
13290,Schultesia_guianensis,Schultesia,Gentianaceae,NA,Schultesia
13291,Erodium_cicutarium,Erodium,Geraniaceae,NA,Erodium
13292,Erodium_malacoides,Erodium,Geraniaceae,NA,Erodium
13293,Erodium_laciniatum,Erodium,Geraniaceae,NA,Erodium
13294,Erodium_moschatum,Erodium,Geraniaceae,NA,Erodium
13295,Erodium_oreophilum,Erodium,Geraniaceae,NA,Erodium
13296,Geranium_aculeolatum,Geranium,Geraniaceae,NA,Geranium
13297,Geranium_arabicum,Geranium,Geraniaceae,NA,Geranium
13298,Geranium_bequaertii,Geranium,Geraniaceae,NA,Geranium
13299,Geranium_biuncinatum,Geranium,Geraniaceae,NA,Geranium
13300,Geranium_caffrum,Geranium,Geraniaceae,NA,Geranium
13301,Geranium_favosum,Geranium,Geraniaceae,NA,Geranium
13302,Geranium_incanum,Geranium,Geraniaceae,NA,Geranium
13303,Geranium_kilimandscharicum,Geranium,Geraniaceae,NA,Geranium
13304,Geranium_mascatense,Geranium,Geraniaceae,NA,Geranium
13305,Geranium_mlanjense,Geranium,Geraniaceae,NA,Geranium
13306,Geranium_nyassense,Geranium,Geraniaceae,NA,Geranium
13307,Geranium_ornithopodon,Geranium,Geraniaceae,NA,Geranium
13308,Geranium_ornithopodum,Geranium,Geraniaceae,NA,Geranium
13309,Geranium_purpureum,Geranium,Geraniaceae,NA,Geranium
13310,Geranium_vagans,Geranium,Geraniaceae,NA,Geranium
13311,Geranium_trilophum,Geranium,Geraniaceae,NA,Geranium
13312,Monsonia_angustifolia,Monsonia,Geraniaceae,NA,Monsonia
13313,Monsonia_brevirostrata,Monsonia,Geraniaceae,NA,Monsonia
13314,Monsonia_burkeana,Monsonia,Geraniaceae,NA,Monsonia
13315,Monsonia_deserticola,Monsonia,Geraniaceae,NA,Monsonia
13316,Monsonia_glauca,Monsonia,Geraniaceae,NA,Monsonia
13317,Monsonia_grandifolia,Monsonia,Geraniaceae,NA,Monsonia
13318,Monsonia_ignea,Monsonia,Geraniaceae,NA,Monsonia
13319,Monsonia_longipes,Monsonia,Geraniaceae,NA,Monsonia
13320,Monsonia_luederitziana,Monsonia,Geraniaceae,NA,Monsonia
13321,Monsonia_parvifolia,Monsonia,Geraniaceae,NA,Monsonia
13322,Monsonia_senegalensis,Monsonia,Geraniaceae,NA,Monsonia
13323,Monsonia_heliotropioides,Monsonia,Geraniaceae,NA,Monsonia
13324,Monsonia_nivea,Monsonia,Geraniaceae,NA,Monsonia
13325,Pelargonium_abrotanifolium,Pelargonium,Geraniaceae,NA,Pelargonium
13326,Pelargonium_alchemilloides,Pelargonium,Geraniaceae,NA,Pelargonium
13327,Pelargonium_aridum,Pelargonium,Geraniaceae,NA,Pelargonium
13328,Pelargonium_boranense,Pelargonium,Geraniaceae,NA,Pelargonium
13329,Pelargonium_carneum,Pelargonium,Geraniaceae,NA,Pelargonium
13330,Pelargonium_cucullatum,Pelargonium,Geraniaceae,NA,Pelargonium
13331,Pelargonium_desertorum,Pelargonium,Geraniaceae,NA,Pelargonium
13332,Pelargonium_dolomiticum,Pelargonium,Geraniaceae,NA,Pelargonium
13333,Pelargonium_elegans,Pelargonium,Geraniaceae,NA,Pelargonium
13334,Pelargonium_erlangerianum,Pelargonium,Geraniaceae,NA,Pelargonium
13335,Pelargonium_glechomoides,Pelargonium,Geraniaceae,NA,Pelargonium
13336,Pelargonium_goetzeanum,Pelargonium,Geraniaceae,NA,Pelargonium
13337,Pelargonium_graveolens,Pelargonium,Geraniaceae,NA,Pelargonium
13338,Pelargonium_grossularioides,Pelargonium,Geraniaceae,NA,Pelargonium
13339,Pelargonium_hararense,Pelargonium,Geraniaceae,NA,Pelargonium
13340,Pelargonium_heckmannianum,Pelargonium,Geraniaceae,NA,Pelargonium
13341,Pelargonium_hypoleucum,Pelargonium,Geraniaceae,NA,Pelargonium
13342,Pelargonium_incrassatum,Pelargonium,Geraniaceae,NA,Pelargonium
13343,Pelargonium_inquinans,Pelargonium,Geraniaceae,NA,Pelargonium
13344,Pelargonium_laevigatum,Pelargonium,Geraniaceae,NA,Pelargonium
13345,Pelargonium_longifolium,Pelargonium,Geraniaceae,NA,Pelargonium
13346,Pelargonium_luridum,Pelargonium,Geraniaceae,NA,Pelargonium
13347,Pelargonium_magenteum,Pelargonium,Geraniaceae,NA,Pelargonium
13348,Pelargonium_minimum,Pelargonium,Geraniaceae,NA,Pelargonium
13349,Pelargonium_multibracteatum,Pelargonium,Geraniaceae,NA,Pelargonium
13350,Pelargonium_myrrhifolium,Pelargonium,Geraniaceae,NA,Pelargonium
13351,Pelargonium_odoratissimum,Pelargonium,Geraniaceae,NA,Pelargonium
13352,Pelargonium_oreophilum,Pelargonium,Geraniaceae,NA,Pelargonium
13353,Pelargonium_paniculatum,Pelargonium,Geraniaceae,NA,Pelargonium
13354,Pelargonium_patulum,Pelargonium,Geraniaceae,NA,Pelargonium
13355,Pelargonium_quinquelobatum,Pelargonium,Geraniaceae,NA,Pelargonium
13356,Pelargonium_reniforme,Pelargonium,Geraniaceae,NA,Pelargonium
13357,Pelargonium_sidoides,Pelargonium,Geraniaceae,NA,Pelargonium
13358,Pelargonium_tabulare,Pelargonium,Geraniaceae,NA,Pelargonium
